"50046","10525",
"50047","10525",
"50048","10525",
"50049","10525",
"50050","10525",
"50051","10525",
"50052","10525",
"50053","10525",
"50054","10525",
"50055","10525",
"50056","10525",
"50057","10525",
"50058","10525",
"50059","10525",
"50060","10525",
"50061","10525",
"50062","10525",
"50063","10525",
"50064","10525",
"50065","10525",
"50066","10525",
"50067","10525",
"50068","10525",
"50069","10525",
"50070","10525",
"50071","10525",
"50072","10525",
"50073","10525",
"50074","10525",
"50075","10525",
"50076","10525",
"50077","10525",
"50078","10525",
"50079","10525",
"50080","10525",
"50081","10525",
"50082","10525",
"50083","10525",
"50084","10525",
"50085","10525",
"50086","10525",
"50087","10525",
"50088","10525",
"50089","10525",
"50090","10525",
"50091","10525",
"50092","10525",
"50093","10525",
"50094","10525",
"50095","10525",
"50096","10525",
"50097","10525",
"50098","10525",
"50099","10525",
"50100","10525",
"50101","10525",
"50102","10525",
"50103","10525",
"50104","10525",
"50105","10525",
"50106","10525",
"50107","10525",
"50108","10525",
"50109","10525",
"50110","10525",
"50111","10525",
"50112","10525",
"50113","10525",
"50114","10525",
"50115","10525",
"50116","10525",
"50117","10525",
"50118","10525",
"50119","10525",
"50120","10525",
"50121","10525",
"50122","10525",
"50123","10525",
"50124","10525",
"50125","10525",
"50126","10525",
"50127","10525",
"50128","10525",
"50129","6172",
"50130","6172",
"50131","6172",
"50132","6172",
"50133","6172",
"50134","6172",
"50135","6172",
"50136","6172",
"50137","6172",
"50138","6172",
"50139","6176",
"50140","6176",
"50141","6176",
"50142","6176",
"50143","6176",
"50144","6176",
"50145","10134",
"50146","10134",
"50147","10134",
"50148","10134",
"50149","10134",
"50150","10134",
"50151","10134",
"50152","10134",
"50153","10134",
"50154","10134",
"50155","10134",
"50156","10134",
"50157","10134",
"50158","10134",
"50159","10134",
"50160","10134",
"50161","10134",
"50162","10134",
"50163","10134",
"50164","10134",
"50165","10134",
"50166","10134",
"50167","10134",
"50168","10134",
"50169","10134",
"50170","10134",
"50171","10134",
"50172","10134",
"50173","10134",
"50174","10134",
"50175","10134",
"50176","10134",
"50177","10134",
"50178","10134",
"50179","10134",
"50180","10134",
"50181","10134",
"50182","10134",
"50183","10134",
"50184","10134",
"50185","10134",
"50186","10134",
"50187","10134",
"50188","10134",
"50189","10134",
"50190","10134",
"50191","10134",
"50192","10134",
"50193","10134",
"50194","10134",
"50195","10134",
"50196","10134",
"50197","10134",
"50198","10134",
"50199","10134",
"50200","10134",
"50201","10134",
"50202","10134",
"50203","10134",
"50204","10134",
"50205","10134",
"50206","10134",
"50207","10134",
"50208","10134",
"50209","10134",
"50210","10134",
"50211","10134",
"50212","10134",
"50213","10134",
"50214","10134",
"50215","10134",
"50216","10134",
"50217","10137",
"50218","10137",
"50219","10137",
"50220","10137",
"50221","10137",
"50222","10137",
"50223","10137",
"50224","10137",
"50225","10137",
"50226","10137",
"50227","10137",
"50228","10137",
"50229","10137",
"50230","10137",
"50231","10137",
"50232","10137",
"50233","10137",
"50234","10137",
"50235","10137",
"50236","10137",
"50237","10137",
"50238","10137",
"50239","10137",
"50240","10137",
"50241","10137",
"50242","10137",
"50243","10137",
"50244","10137",
"50245","10137",
"50246","10137",
"50247","10137",
"50248","10137",
"50249","10137",
"50250","10137",
"50251","10137",
"50252","10137",
"50253","10137",
"50254","10137",
"50255","10137",
"50256","10137",
"50257","10137",
"50258","10137",
"50259","10137",
"50260","10137",
"50261","10137",
"50262","10137",
"50263","10137",
"50264","10137",
"50265","10137",
"50266","10137",
"50267","10137",
"50268","10137",
"50269","10137",
"50270","10137",
"50271","10139",
"50272","10139",
"50273","10139",
"50274","10139",
"50275","10139",
"50276","10139",
"50277","10139",
"50278","10139",
"50279","10139",
"50280","10139",
"50281","10139",
"50282","10139",
"50283","10139",
"50284","10139",
"50285","10139",
"50286","10139",
"50287","10139",
"50288","10139",
"50289","10139",
"50290","10141",
"50291","10141",
"50292","10141",
"50293","10141",
"50294","10143",
"50295","10148",
"50296","10150",
"50297","10150",
"50298","10150",
"50299","10150",
"50300","10150",
"50301","10150",
"50302","10150",
"50303","10150",
"50304","10150",
"50305","10150",
"50306","10150",
"50307","10151",
"50308","10151",
"50309","10151",
"50310","10151",
"50311","10151",
"50312","10151",
"50313","10151",
"50314","10151",
"50315","10151",
"50316","10151",
"50317","10151",
"50318","10151",
"50319","10151",
"50320","10151",
"50321","10151",
"50322","10151",
"50323","10151",
"50324","10151",
"50325","10151",
"50326","10151",
"50327","10151",
"50328","10151",
"50329","10151",
"50330","10151",
"50331","10151",
"50332","10151",
"50333","10151",
"50334","10151",
"50335","10151",
"50336","10151",
"50337","10151",
"50338","10151",
"50339","10151",
"50340","10151",
"50341","10151",
"50342","10151",
"50343","10151",
"50344","10151",
"50345","10151",
"50346","10151",
"50347","10151",
"50348","10151",
"50349","10151",
"50350","10151",
"50351","10151",
"50352","10151",
"50353","10151",
"50354","10151",
"50355","10151",
"50356","10151",
"50357","10151",
"50358","10151",
"50359","10151",
"50360","10151",
"50361","10151",
"50362","10151",
"50363","10151",
"50364","10151",
"50365","10151",
"50366","10151",
"50367","10151",
"50368","10151",
"50369","10151",
"50370","10151",
"50371","10151",
"50372","10151",
"50373","10151",
"50374","10151",
"50375","10151",
"50376","10151",
"50377","10151",
"50378","10151",
"50379","10151",
"50380","10151",
"50381","10151",
"50382","10151",
"50383","10151",
"50384","10151",
"50385","10151",
"50386","10151",
"50387","10151",
"50388","10151",
"50389","10151",
"50390","10151",
"50391","10151",
"50392","10151",
"50393","10151",
"50394","10151",
"50395","10151",
"50396","10151",
"50397","10151",
"50398","10151",
"50399","10151",
"50400","10151",
"50401","10151",
"50402","10151",
"50403","10151",
"50404","10151",
"50405","10151",
"50406","10151",
"50407","10151",
"50408","10151",
"50409","10151",
"50410","10151",
"50411","10151",
"50412","10151",
"50413","10151",
"50414","10151",
"50415","10151",
"50416","10151",
"50417","10151",
"50418","10151",
"50419","10151",
"50420","10151",
"50421","10151",
"50422","10151",
"50423","10151",
"50424","10151",
"50425","10151",
"50426","10151",
"50427","10151",
"50428","10151",
"50429","10151",
"50430","10151",
"50431","10151",
"50432","10151",
"50433","10151",
"50434","10151",
"50435","10151",
"50436","10151",
"50437","10151",
"50438","10151",
"50439","10151",
"50440","10151",
"50441","10151",
"50442","10151",
"50443","10151",
"50444","10151",
"50445","10151",
"50446","10151",
"50447","10151",
"50448","10151",
"50449","10151",
"50450","10151",
"50451","10151",
"50452","10151",
"50453","10151",
"50454","10151",
"50455","10151",
"50456","10151",
"50457","10151",
"50458","10151",
"50459","10151",
"50460","10151",
"50461","10151",
"50462","10151",
"50463","10151",
"50464","10151",
"50465","10151",
"50466","10151",
"50467","10151",
"50468","10151",
"50469","10151",
"50470","10151",
"50471","10151",
"50472","10151",
"50473","10151",
"50474","10151",
"50475","10151",
"50476","10151",
"50477","10151",
"50478","10151",
"50479","10151",
"50480","10151",
"50481","10151",
"50482","10151",
"50483","10151",
"50484","10151",
"50485","10151",
"50486","10151",
"50487","10151",
"50488","10151",
"50489","10151",
"50490","10151",
"50491","10151",
"50492","10151",
"50493","10151",
"50494","10151",
"50495","10151",
"50496","10151",
"50497","10151",
"50498","10151",
"50499","10151",
"50500","10151",
"50501","10151",
"50502","10151",
"50503","10151",
"50504","10151",
"50505","10151",
"50506","10151",
"50507","10151",
"50508","10151",
"50509","10151",
"50510","10151",
"50511","10151",
"50512","10151",
"50513","10151",
"50514","10151",
"50515","10151",
"50516","10151",
"50517","10151",
"50518","10151",
"50519","10151",
"50520","10151",
"50521","10151",
"50522","10151",
"50523","10151",
"50524","10151",
"50525","10151",
"50526","10151",
"50527","10151",
"50528","10151",
"50529","10151",
"50530","10151",
"50531","10151",
"50532","10151",
"50533","10151",
"50534","10151",
"50535","10151",
"50536","10151",
"50537","10151",
"50538","10151",
"50539","10151",
"50540","10151",
"50541","10151",
"50542","10151",
"50543","10151",
"50544","10151",
"50545","10151",
"50546","10151",
"50547","10151",
"50548","10151",
"50549","10151",
"50550","10151",
"50551","10155",
"50552","10155",
"50553","10155",
"50554","10155",
"50555","10155",
"50556","10155",
